Genus	Node	State	Proportion	Replicate
Hierococcyx	166	S	1	8
Hierococcyx	166	SS	0	8
Neomorphus	280	AA	0	8
Neomorphus	280	AP	0	8
Neomorphus	280	II	0	8
Neomorphus	280	NS	0	8
Neomorphus	280	S	1	8
Neomorphus	280	SS	0	8
Phaenicophaeus	230	AA	0	8
Phaenicophaeus	230	AP	0	8
Phaenicophaeus	230	II	0	8
Phaenicophaeus	230	NS	0	8
Phaenicophaeus	230	S	1	8
Phaenicophaeus	230	SS	0	8
Piaya	219	AA	0	8
Piaya	219	AP	0	8
Piaya	219	II	0	8
Piaya	219	NS	0	8
Piaya	219	S	1	8
Piaya	219	SS	0	8
Surniculus	174	AA	0.01	8
Surniculus	174	AP	0	8
Surniculus	174	II	0.06	8
Surniculus	174	NS	0	8
Surniculus	174	S	0.93	8
Surniculus	174	SS	0	8
Cacomantis	180	AA	0	9
Cacomantis	180	AP	0	9
Cacomantis	180	II	0.03	9
Cacomantis	180	NS	0	9
Cacomantis	180	S	0.97	9
Cacomantis	180	SS	0	9
Carpococcyx	273	AA	0	9
Carpococcyx	273	AP	0	9
Carpococcyx	273	II	0	9
Carpococcyx	273	NS	0	9
Carpococcyx	273	S	1	9
Carpococcyx	273	SS	0	9
Centropus	237	AA	0.01	9
Centropus	237	AP	0	9
Centropus	237	II	0	9
Centropus	237	NS	0	9
Centropus	237	S	0.99	9
Centropus	237	SS	0	9
Cercococcyx	177	AA	0	9
Cercococcyx	177	AP	0	9
Cercococcyx	177	II	0	9
Cercococcyx	177	NS	0	9
Cercococcyx	177	S	1	9
Cercococcyx	177	SS	0	9
Chalcites	187	AA	0.01	9
Chalcites	187	AP	0	9
Chalcites	187	II	0.19	9
Chalcites	187	NS	0	9
Chalcites	187	S	0.8	9
Chalcites	187	SS	0	9
Chrysococcyx	192	AA	0.1	9
Chrysococcyx	192	AP	0	9
Chrysococcyx	192	II	0.25	9
Chrysococcyx	192	NS	0	9
Chrysococcyx	192	S	0.64	9
Chrysococcyx	192	SS	0.01	9
Clamator	223	AA	0.01	9
Clamator	223	AP	0.54	9
Clamator	223	II	0.17	9
Clamator	223	NS	0.02	9
Clamator	223	S	0.25	9
Clamator	223	SS	0.01	9
Coccycua	220	AA	0	9
Coccycua	220	AP	0	9
Coccycua	220	II	0	9
Coccycua	220	NS	0	9
Coccycua	220	S	1	9
Coccycua	220	SS	0	9
Coccyzus	207	AA	0	9
Coccyzus	207	AP	0	9
Coccyzus	207	II	0	9
Coccyzus	207	NS	0.02	9
Coccyzus	207	S	0.35	9
Coccyzus	207	SS	0.63	9
Coua	264	AA	0	9
Coua	264	AP	0	9
Coua	264	II	0	9
Coua	264	NS	0	9
Coua	264	S	1	9
Coua	264	SS	0	9
Crotophaga	276	AA	0	9
Crotophaga	276	AP	0	9
Crotophaga	276	II	0	9
Crotophaga	276	NS	0.01	9
Crotophaga	276	S	0.44	9
Crotophaga	276	SS	0.55	9
Cuculus	157	AA	0.64	9
Cuculus	157	AP	0.01	9
Cuculus	157	II	0	9
Cuculus	157	NS	0	9
Cuculus	157	S	0.35	9
Cuculus	157	SS	0	9
Dromococcyx	279	AA	0	9
Dromococcyx	279	AP	0	9
Dromococcyx	279	II	0	9
Dromococcyx	279	NS	0.01	9
Dromococcyx	279	S	0.99	9
Dromococcyx	279	SS	0	9
Eudynamys	200	AA	0	9
Eudynamys	200	AP	0	9
Eudynamys	200	II	0.91	9
Eudynamys	200	NS	0	9
Eudynamys	200	S	0.09	9
Eudynamys	200	SS	0	9
Geococcyx	283	AA	0	9
Geococcyx	283	AP	0	9
Geococcyx	283	II	0	9
Geococcyx	283	NS	0	9
Geococcyx	283	S	1	9
Geococcyx	283	SS	0	9
Hierococcyx	166	AA	0	9
Hierococcyx	166	AP	0	9
Hierococcyx	166	II	0	9
Hierococcyx	166	NS	0	9
Hierococcyx	166	S	1	9
Hierococcyx	166	SS	0	9
Neomorphus	280	AA	0	9
Neomorphus	280	AP	0	9
Neomorphus	280	II	0	9
Neomorphus	280	NS	0	9
Neomorphus	280	S	1	9
Neomorphus	280	SS	0	9
Phaenicophaeus	230	AA	0	9
Phaenicophaeus	230	AP	0	9
Phaenicophaeus	230	II	0	9
Phaenicophaeus	230	NS	0	9
Phaenicophaeus	230	S	1	9
Phaenicophaeus	230	SS	0	9
Piaya	219	AA	0	9
Piaya	219	AP	0	9
Piaya	219	II	0	9
Piaya	219	NS	0	9
Piaya	219	S	1	9
Piaya	219	SS	0	9
Surniculus	174	AA	0	9
Surniculus	174	AP	0	9
Surniculus	174	II	0.06	9
Surniculus	174	NS	0	9
Surniculus	174	S	0.94	9
Surniculus	174	SS	0	9
Cacomantis	180	AA	0	10
Cacomantis	180	AP	0	10
Cacomantis	180	II	0.04	10
Cacomantis	180	NS	0	10
Cacomantis	180	S	0.96	10
Cacomantis	180	SS	0	10
Carpococcyx	273	AA	0	10
Carpococcyx	273	AP	0	10
Carpococcyx	273	II	0	10
Carpococcyx	273	NS	0	10
Carpococcyx	273	S	1	10
Carpococcyx	273	SS	0	10
Centropus	237	AA	0	10
Centropus	237	AP	0	10
Centropus	237	II	0	10
Centropus	237	NS	0	10
Centropus	237	S	1	10
Centropus	237	SS	0	10
Cercococcyx	177	AA	0	10
Cercococcyx	177	AP	0	10
Cercococcyx	177	II	0	10
Cercococcyx	177	NS	0	10
Cercococcyx	177	S	1	10
Cercococcyx	177	SS	0	10
Chalcites	187	AA	0.02	10
Chalcites	187	AP	0	10
Chalcites	187	II	0.18	10
Chalcites	187	NS	0	10
Chalcites	187	S	0.8	10
Chalcites	187	SS	0	10
Chrysococcyx	192	AA	0.16	10
Chrysococcyx	192	AP	0	10
Chrysococcyx	192	II	0.26	10
Chrysococcyx	192	NS	0	10
Chrysococcyx	192	S	0.58	10
Chrysococcyx	192	SS	0	10
Clamator	223	AA	0.02	10
Clamator	223	AP	0.5	10
Clamator	223	II	0.18	10
Clamator	223	NS	0.01	10
Clamator	223	S	0.27	10
Clamator	223	SS	0.02	10
Coccycua	220	AA	0	10
Coccycua	220	AP	0	10
Coccycua	220	II	0	10
Coccycua	220	NS	0.01	10
Coccycua	220	S	0.99	10
Coccycua	220	SS	0	10
Coccyzus	207	AA	0	10
Coccyzus	207	AP	0	10
Coccyzus	207	II	0	10
Coccyzus	207	NS	0.01	10
Coccyzus	207	S	0.37	10
Coccyzus	207	SS	0.62	10
Coua	264	AA	0	10
Coua	264	AP	0	10
Coua	264	II	0	10
Coua	264	NS	0	10
Coua	264	S	1	10
Coua	264	SS	0	10
Crotophaga	276	AA	0	10
Crotophaga	276	AP	0	10
Crotophaga	276	II	0.01	10
Crotophaga	276	NS	0.02	10
Crotophaga	276	S	0.4	10
Crotophaga	276	SS	0.57	10
Cuculus	157	AA	0.52	10
Cuculus	157	AP	0.02	10
Cuculus	157	II	0	10
Cuculus	157	NS	0	10
Cuculus	157	S	0.46	10
Cuculus	157	SS	0	10
Dromococcyx	279	AA	0	10
Dromococcyx	279	AP	0	10
Dromococcyx	279	II	0	10
Dromococcyx	279	NS	0	10
Dromococcyx	279	S	1	10
Dromococcyx	279	SS	0	10
Eudynamys	200	AA	0	10
Eudynamys	200	AP	0	10
Eudynamys	200	II	0.93	10
Eudynamys	200	NS	0	10
Eudynamys	200	S	0.07	10
Eudynamys	200	SS	0	10
Geococcyx	283	AA	0	10
Geococcyx	283	AP	0	10
Geococcyx	283	II	0	10
Geococcyx	283	NS	0	10
Geococcyx	283	S	1	10
Geococcyx	283	SS	0	10
Hierococcyx	166	AA	0	10
Hierococcyx	166	AP	0	10
Hierococcyx	166	II	0	10
Hierococcyx	166	NS	0	10
Hierococcyx	166	S	1	10
Hierococcyx	166	SS	0	10
Neomorphus	280	AA	0	10
Neomorphus	280	AP	0	10
Neomorphus	280	II	0	10
Neomorphus	280	NS	0	10
Neomorphus	280	S	1	10
Neomorphus	280	SS	0	10
Phaenicophaeus	230	AA	0	10
Phaenicophaeus	230	AP	0	10
Phaenicophaeus	230	II	0	10
Phaenicophaeus	230	NS	0	10
Phaenicophaeus	230	S	1	10
Phaenicophaeus	230	SS	0	10
Piaya	219	AA	0	10
Piaya	219	AP	0	10
Piaya	219	II	0	10
Piaya	219	NS	0	10
Piaya	219	S	1	10
Piaya	219	SS	0	10
Surniculus	174	AA	0	10
Surniculus	174	AP	0	10
Surniculus	174	II	0.01	10
Surniculus	174	NS	0	10
Surniculus	174	S	0.99	10
Surniculus	174	SS	0	10
